baseline_version,jp_term,cn_term,category,count,classification,applicability,source_authority,source_hash,reason,examples,origin
photonflowers-ex-terms-v1.0,タァァァァソ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:186673440:00142145 | 声 | 【声】「――ン冥夜タァァァァソ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,タイプ,,ordinary_or_context_collision,1,contextual,translate in sentence; not frozen as a chapter term,origin/main glossary checked + JP context,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,exact string match is not a context-applicable terminology match,pf:static:photonflowers11.rio.002:630827184:00075708 | 柏木 | 【柏木】「いつもならさ、<03>勝手に前に行っちゃって、<03>何でおまえついてこないんだ！　っていうタイプじゃない」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,タオル,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487590408:00098961 |  | それに…<03>…<03>今日部活で使おうと思っていたタオルとハンカチ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,タケルちゃん何様,,regex_address_false_positive,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression",pf:static:photonflowers11.rio.002:1322667676:00108862 | 純夏 | 【純夏】「自分で思いつかないからって…<03>…<03>何でも教えてもらえるなんて、<03>タケルちゃん何様あ！？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,タケルも純夏ちゃん,,regex_address_false_positive,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression",pf:static:photonflowers11.rio.002:1366349532:00077882 | 尊人 | 【尊人】「タケルも純夏ちゃんにプレゼント買ったんだって？　もう、<03>いやあ、<03>仲がいいねーあはははー」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,タケルー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00070420 | 尊人 | 【尊人】「タケルー、<03>ぼーっとしすぎだよー？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,タテ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00159295 | 銀行強盗２ | 【銀行強盗２】「なんとか開けさせようぜ！　人質をタテに要求すりゃ――」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ターケールー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00063878 |  | ターケールーちゃーーん！！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ダメージ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1391025672:00079507 | 慧 | 【慧】「白銀が受け身なんかとるからダメ。<0A>予想以上にダメージが少なかった」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,チクショウ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00053890 |  | やっぱり、<03>出遅れたせいで、<03>まともなのは買えなかったな～チクショウ！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,チッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00154881 | 銀行強盗２ | 【銀行強盗２】「――チッ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,チョコレートケーキ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1097218736:00025732 | 武 | 【武】「チョコレートケーキ？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,チョビット・ハブ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00113656 |  | チョビット・ハブですらそうそうお目にかかれない、<03>特Ａ級のミッションだぜ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ッス,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1495411112:00021825 | 武 | 【武】「お？　さすが先生！　伊達に経験豊富じゃないッスね！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ツヤ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487716956:00100181 |  | この色、<03>このツヤ…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ツープラトン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487716956:00106101 |  | オヤジと素材の魂のツープラトン。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ティッシュ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1097218736:00032152 | 純夏 | 【純夏】「もう、<03>タケルちゃん、<03>口の周りチョコだらけ…<03>…<03>あ、<03>鼻の頭もだ…<03>…<03>ティッシュ持ってくればよかった～～」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,テリブル,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00078448 | 武 | 【武】「ガキのころからやってるあれだよ。<0A>ほら、<03>ハラ減ってるヤツに自分の頭食わせるっていう、<03>テリブルでカニバリズムな子供の味方だよ。<0A>もともと絵本でさ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,テレビ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00165039 | 銀行強盗２ | 【銀行強盗２】「……無理だよ。テレビや新聞はあいつらのご用聞きみたいなもんじゃないか」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,テーブル,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00078956 |  | そうか、<03>それでテーブルの上にはソースしかなかったんだな？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,デカデカ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00087099 |  | 先輩は、<03>白いのはさすがに寂しいだろ？　なんて、<03>ガラにも無いこと言ってたから、<03>デカデカとサインしてやったけどな。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,デブ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1391025672:00147147 | 武 | 【武】「だ、<03>大体それ、<03>デブになっただけなんじゃねーの？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,データ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00123683 |  | 『庶民生活に於いては、肌の露出度に比例して悲鳴の音量及び羞恥回避行動が大きくなるという統計データがその根拠です』<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,トコトン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00080120 |  | こうと決めたらトコトン突っ走る系だと思ってたのに、<03>現実はどうよ？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,トンカツ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00067150 |  | しかもオレは、<03>純夏もトンカツに醤油をかけて食えなんて強要してないんだぜ？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ドキドキ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:186673440:00160249 | 月詠 | 【月詠】「そのモヤモヤ、ドキドキが恋心なのです」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ドバドバドバ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00083988 |  | ――ドバドバドバ<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ドリコス,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00028938 |  | ああ、<03>そうか。昨日はドリコスでバルジャーノンやり始めて…<03>…<03>そのまま寝ちまったんだな。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ナイショ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00134332 | 純夏 | 【純夏】「えっとね～…<03>…<03>って、<03>それはナイショ！　あぶないあぶない」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ナイショッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00080672 | 純夏 | 【純夏】「だからナイショッ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ナイスタイミング,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1322667676:00091340 | 夕呼 | 【夕呼】「ナイスタイミング。<0A>入っていいわよ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ナイフ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1097218736:00031278 | 純夏 | 【純夏】「え？　いいけど…<03>…<03>ナイフ持ってないよ？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ナシ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00081274 | 武 | 【武】「ようしわかった！　おまえの望みどおり、<03>デートはナシだ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ナナメ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00120010 | 夕呼 | 【夕呼】「まりもったら、<03>ご機嫌ナナメねぇ。<0A>せっかく白銀に抱き締められたんじゃない」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ニセ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00197973 | 支店長 | 【支店長】「その上こちらが用意したニセ情報を信じて、まんまと罠に飛び込んで来るのですから……本当に頭が不自由なのですねぇ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ニッコリ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487716956:00111765 | 純夏 | 【純夏】「うんっ！」（ニッコリ）<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ニヤケ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00114056 |  | ニヤケつつも知らんぷりされて、<03>オレだけ気づかれてないつもりでバカ丸出し…<03>…<03>なんてことになりかねない。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ネコグッズ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1366349532:00066960 |  | ネコグッズ！！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ネジ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00140941 | 覆面の男２ | 【覆面の男２】「おいおい……このお姉ちゃんネジ飛んでんじゃねぇのか！？　どうにかしろよ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ネチネチ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00041110 | 武 | 【武】「今更とぼけることもないだろ？　正論をかざしてネチネチと責め上げ、<03>オレを真人間に矯正しようってことだろ？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ネット,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00107329 |  | がんばって飛んでも、<03>ネットの上に手が出ないし…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ノウハウ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00032714 |  | まさか…<03>…<03>口撃のノウハウ！？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハァ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00050636 | 純夏 | 【純夏】「ハァ…<03>…<03>まだ根に持ってるし…<03>…<03>」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハイレグ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00101568 |  | そして、<03>ぼんやり水面を眺めるタケルちゃん…<03>…<03>…<03>…<03>って、<03>あーあ、<03>すごいきわどいハイレグのお姉さんに視線釘付けだ…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハジ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00095982 | 武 | 【武】「選ぶなんて言ってないだろ！　ただ、<03>無理すると後でハジかくと思って言ってやったんだよ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハッスル,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00086454 | 夕呼 | 【夕呼】「白銀の体力削っちゃったら、<03>夜にハッスルする分がなくなっちゃうもんねー」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハッピーエンド,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00178587 | 純夏 | 【純夏】「うん…<03>…<03>最後はやっぱり、<03>ハッピーエンドでしょー！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハハハ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1495411112:00015631 | 武 | 【武】「わはは…<03>…<03>わはははは…<03>…<03>…<03>…<03>ハハハ…<03>…<03>」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハブ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00130614 |  | ――ハブ！　ハブゥ～～ッ！！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハブゥ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00130614 |  | ――ハブ！　ハブゥ～～ッ！！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハメ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00135494 | 武 | 【武】「おまえさー、<03>オレをハメようとしてないか？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハラ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00078448 | 武 | 【武】「ガキのころからやってるあれだよ。<0A>ほら、<03>ハラ減ってるヤツに自分の頭食わせるっていう、<03>テリブルでカニバリズムな子供の味方だよ。<0A>もともと絵本でさ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハル,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00071908 | 柏木 | 【柏木】「え？　ああ、<03>晴子のハル。<0A>生意気でさ～、<03>昔っから呼び捨てなんだよね～～…<03>…<03>って、<03>もう、<03>ごまかしたってダメだって！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハンガー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00094399 |  | 前の日なんかに、<03>ガラにもなく、<03>制服を自分でハンガーにかけてみたりしてさ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハンデ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00070566 | 武 | 【武】「このくらいハンデの内だぜ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハンバーガー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00108761 |  | <05>松茸御膳がハンバーガーになったり…<03>…<03>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハンペン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00153039 | 壬姫 | 【壬姫】「中に、<03>ハンペンとかガンモドキとかコンニャクとか入ってるんだよー。<0A>中身は食べてのお楽しみで、<03>何種類あるかはヒミツなんだってー！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハート,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1366349532:00068078 |  | パッケージからしてたまのハートをイーグルキャッチか！？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バカァァァッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00110907 | 純夏 | 【純夏】「タケルちゃんのバカァァァッ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バカバカ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00050946 |  | バカバカしいったらねーよな。<0A>こんなことぐらいでよ…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バカバカバカッッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1322667676:00107286 | 純夏 | 【純夏】「それをこの間からなんだよー！　みんながみんながって！　バカ！　バカバカバカッッ！！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バカーーーー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00086160 | 純夏 | 【純夏】「タケルちゃんの…<03>…<03>…<03>…<03>バカーーーー！！！」<01>,mechanical_scan_reviewed
