"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"7067","pm:static:photonmelodies11.rio.004:1759446920:00038246","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「どういう…<03>…<03>ことだ？」<01>","【西尔维奥】「这…<03>…<03>是什么意思？」<01>"
"7068","pm:static:photonmelodies11.rio.004:1759446920:00038356","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「母親が娘の恋を反対した理由…<03>…<03>それは、<03>娘が恋した相手、<03>彼が娘の従兄だったからなの」<01>","【美冴】「母亲反对这段恋情的理由……<03>……<03>是因为，<03>女孩爱上的那个男人，<03>其实是她的表兄。」<01>"
"7069","pm:static:photonmelodies11.rio.004:1759446920:00038806","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「いとこ…<03>…<03>？」<01>","【西尔维奥】「表兄…<03>…<03>？」<01>"
"7070","pm:static:photonmelodies11.rio.004:1759446920:00038904","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「母親は、<03>政略結婚から逃れるため、<03>家を棄てて駆け落ちをしていたの。その時残してきた妹が母の代わりに嫁ぎ、<03>子を産んでいた…<03>…<03>」<01>","【美冴】「母亲为了逃避政治联姻，<03>抛下家族，<03>与爱人私奔了。被留下的妹妹代替她嫁了过去，<03>并生下了孩子……<03>……<03>」<01>"
"7071","pm:static:photonmelodies11.rio.004:1759446920:00039442","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「そんなこと、<03>一緒に暮らしていた時はまったく知らなかった。そして知った時は遅かった」<01>","【美冴】「母女共同生活时，<03>女孩对此一无所知。等她终于知道真相，一切都太迟了。」<01>"
"7072","pm:static:photonmelodies11.rio.004:1759446920:00039846","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「娘は思ったわ…<03>…<03>母親が駆け落ちなんかしなければ、<03>自分たちは祝福されていたんじゃないかって…<03>…<03>そして恨んだ」<01>","【美冴】「女孩忍不住想……<03>……<03>如果母亲当初没有私奔，<03>自己与那个人或许就能得到祝福……<03>……<03>于是，她开始怨恨母亲。」<01>"
"7073","pm:static:photonmelodies11.rio.004:1759446920:00040306","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「でも、<03>本当に男を愛していたのなら、<03>駆け落ちでも何でもすれば良かったって…<03>…<03>母親を妬んだ」<01>","【美冴】「可转念一想，<03>如果自己真的爱那个男人，<03>无论私奔还是什么，明明都可以不顾一切去做……<03>……<03>于是，她又嫉妒起母亲。」<01>"
"7074","pm:static:photonmelodies11.rio.004:1759446920:00040778","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「そして、<03>結局自分は母親が羨ましいだけなんだと…<03>…<03>気づいた」<01>","【美冴】「最后，<03>她才发现，自己说到底只是羡慕母亲……<03>……<03>」<01>"
"7075","pm:static:photonmelodies11.rio.004:1759446920:00041068","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"7076","pm:static:photonmelodies11.rio.004:1759446920:00041142","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「バカみたいよね、<03>その人の母が駆け落ちしない限り、<03>あの人はこの世に生を受けることはなかったのだから…<03>…<03>」<01>","【美冴】「很可笑吧，<03>可如果她母亲没有私奔，<03>她所爱的那个人也根本不会出生……<03>……<03>」<01>"
"7077","pm:static:photonmelodies11.rio.004:1759446920:00041514","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"7078","pm:static:photonmelodies11.rio.004:1759446920:00041588","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「自分が選ばれなかったことを八つ当たりして…<03>…<03>感情の泥沼の中で足掻き続けて…<03>…<03>」<01>","【美冴】「她因自己没有被选择而迁怒母亲……<03>……<03>就这样一直在感情的泥沼里挣扎……<03>……<03>」<01>"
"7079","pm:static:photonmelodies11.rio.004:1759446920:00042064","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「和解する機会を…<03>…<03>失った…<03>…<03>」<01>","【美冴】「最终……<03>……<03>失去了与母亲和解的机会……<03>……<03>」<01>"
"7080","pm:static:photonmelodies11.rio.004:1759446920:00042318","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","――永遠に…<03>…<03>。<01>","——永远失去了……<03>……<03>。<01>"
"7081","pm:static:photonmelodies11.rio.004:1759446920:00042364","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「その人はそれ以来…<03>…<03>過去に生きているのよ」<01>","【美冴】「从那以后……<03>……<03>那个人就一直活在过去。」<01>"
"7082","pm:static:photonmelodies11.rio.004:1759446920:00042548","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「過去に…<03>…<03>」<01>","【西尔维奥】「活在过去……<03>……<03>」<01>"
"7083","pm:static:photonmelodies11.rio.004:1759446920:00042648","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","なるほど…<03>…<03>。母との確執という大きな傷跡に隠されてはいるが…<03>…<03>。<01>","原来如此……<03>……<03>。这一点虽然被她与母亲之间那道巨大的伤痕遮住了……<03>……<03>。<01>"
"7084","pm:static:photonmelodies11.rio.004:1759446920:00042936","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","その娘の心を占め、<03>過去に縛り付けてしまっているのものは、<03>結ばれなかった男への想い…<03>…<03>ということなのだろう。<01>","真正占据女孩内心、<03>将她牢牢束缚在过去的，<03>是对那个未能相守之人的思念……<03>……<03>。<01>"
"7085","pm:static:photonmelodies11.rio.004:1759446920:00043326","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","色恋の話はおいておくと言いながら、<03>結局、<03>そこに還っている。
親への反発と羨望は、<03>想い人への未練と執着が原因だ…<03>…<03>。<01>","嘴上说先不谈恋爱的部分，<03>到头来<03>却还是回到了这里。
她对母亲的反抗与羡慕，<03>根源正是对所爱之人的留恋和执着……<03>……<03>。<01>"
"7086","pm:static:photonmelodies11.rio.004:1759446920:00043876","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","解消できなかった母との確執と強く紐付いた、<03>想い人への執着…<03>…<03>か。<01>","这份对所爱之人的执着，<03>又与她始终未能化解的母女隔阂紧紧纠缠在一起……<03>……<03>。<01>"
"7087","pm:static:photonmelodies11.rio.004:1759446920:00044206","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「抜け殻のような想い出に囚われているだけだって、<03>自分でもわかっているのに、<03>目を伏せて…<03>…<03>」<01>","【美冴】「她明明知道，自己只是被一段徒具空壳的回忆困住，<03>却始终不愿正视，<03>只是一味低下头……<03>……<03>」<01>"
"7088","pm:static:photonmelodies11.rio.004:1759446920:00044554","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「二度と戻らない痛みや苦しみを誤魔化すために、<03>べつの顔を貼り付けて、<03>不器用さを器用に振る舞っているの」<01>","【美冴】「为了掩饰再也无法挽回的痛苦，<03>她给自己戴上另一副面具，<03>装出一副处事圆滑的样子，掩饰自己的笨拙。」<01>"
"7089","pm:static:photonmelodies11.rio.004:1759446920:00044996","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「多分その人は、<03>気付いてしまうのが怖いんだと思う…<03>…<03>」<01>","【美冴】「我想，她大概只是<03>害怕自己终于看清这一切……<03>……<03>」<01>"
"7090","pm:static:photonmelodies11.rio.004:1759446920:00045198","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"7091","pm:static:photonmelodies11.rio.004:1759446920:00045272","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「それに気付いたら――認めてしまったら…<03>…<03>その人が過去になってしまうことが」<01>","【美冴】「因为一旦看清——一旦承认……<03>……<03>那个人就真的会成为过去。」<01>"
"7092","pm:static:photonmelodies11.rio.004:1759446920:00045572","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「ううん…<03>…<03>。本当は、<03>自分を過去にされてしまうことが…<03>…<03>でしょうね」<01>","【美冴】「不……<03>……<03>。其实她真正害怕的，<03>是自己会被那个人留在过去……<03>……<03>吧。」<01>"
"7093","pm:static:photonmelodies11.rio.004:1759446920:00045846","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「…<03>…<03>怖い、<03>か」<01>","【西尔维奥】「……<03>……<03>原来是<03>害怕吗。」<01>"
"7094","pm:static:photonmelodies11.rio.004:1759446920:00045972","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","過去に…<03>…<03>レンツォに…<03>…<03>自分に…<03>…<03>…<03>…<03>。<01>","被过去……<03>……<03>被伦佐……<03>……<03>被自己……<03>……<03>……<03>……<03>。<01>"
"7095","pm:static:photonmelodies11.rio.004:1759446920:00046084","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「…<03>…<03>前に歩きださなくてはいけないのは理解しているわ。…<03>…<03>でも今は脚が竦んでしまっているの」<01>","【美冴】「……<03>……<03>我知道自己必须迈步向前。……<03>……<03>可是现在，我却害怕得迈不开腿。」<01>"
"7096","pm:static:photonmelodies11.rio.004:1759446920:00046398","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"7097","pm:static:photonmelodies11.rio.004:1759446920:00046472","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「…<03>…<03>でもね、<03>前に向かって歩くということはね。前に向かって倒れることの応用って聞いたことがあるわ…<03>…<03>」<01>","【美冴】「……<03>……<03>不过，<03>我听说，所谓向前走，其实就是不断让自己向前倾倒……<03>……<03>」<01>"
"7098","pm:static:photonmelodies11.rio.004:1759446920:00046814","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「前に向かって倒れる自分を自らの脚で交互に支えて…<03>…<03>そうやって人は歩きだす」<01>","【美冴】「再用两条腿交替撑住那个不断前倾的自己……<03>……<03>人就是这样一步步走起来的。」<01>"
"7099","pm:static:photonmelodies11.rio.004:1759446920:00047150","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「だから…<03>…<03>いつか…<03>…<03>…<03>…<03>」<01>","【美冴】「所以…<03>…<03>总有一天…<03>…<03>…<03>…<03>」<01>"
"7100","pm:static:photonmelodies11.rio.004:1759446920:00047274","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","俺を励まそうとしてくれているんだな…<03>…<03>。<01>","她是在努力鼓励我吧……<03>……<03>。<01>"
"7101","pm:static:photonmelodies11.rio.004:1759446920:00047388","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","でもそんなことは…<03>…<03>とうの昔に理解はしているんだ…<03>…<03>…<03>…<03>。<01>","可这些道理……<03>……<03>我早在很久以前就明白了……<03>……<03>……<03>……<03>。<01>"
"7102","pm:static:photonmelodies11.rio.004:1759446920:00047600","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","俺だって割り切るようにしている…<03>…<03>でも、<03>それができない時だって絶対にある…<03>…<03>…<03>…<03>。<01>","我也一直努力让自己接受现实……<03>……<03>可是，<03>总会有怎么也做不到的时候……<03>……<03>……<03>……<03>。<01>"
"7103","pm:static:photonmelodies11.rio.004:1759446920:00047846","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「…<03>…<03>ありがとう。…<03>…<03>多分、<03>俺はそういうべきだと思う」<01>","【西尔维奥】「……<03>……<03>谢谢你。……<03>……<03>大概，<03>这才是我现在应该说的话。」<01>"
"7104","pm:static:photonmelodies11.rio.004:1759446920:00048044","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","美冴の好意を無下にはできない。<01>","我不能辜负美冴的好意。<01>"
"7105","pm:static:photonmelodies11.rio.004:1759446920:00048146","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","女に当たり散らすような男にはなりたくない…<03>…<03>。<01>","我不想成为一个只会拿女人撒气的男人……<03>……<03>。<01>"
"7106","pm:static:photonmelodies11.rio.004:1759446920:00048310","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「…<03>…<03>ふふふ。…<03>…<03>だいぶ酔いが回ったようね？　そろそろ帰りましょう。明日も任務はあるのだから――」<01>","【美冴】「……<03>……<03>呵呵。……<03>……<03>看来酒劲已经上来了吧？差不多该回去了，明天还有任务——」<01>"
"7107","pm:static:photonmelodies11.rio.004:1759446920:00048686","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「――待ってくれ」<01>","【西尔维奥】「――等一下」<01>"
"7108","pm:static:photonmelodies11.rio.004:1759446920:00048756","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","…<03>…<03>いて欲しい。<01>","……<03>……<03>我想让她留下。<01>"
"7109","pm:static:photonmelodies11.rio.004:1759446920:00048816","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","いや…<03>…<03>。<01>","不…<03>…<03>。<01>"
"7110","pm:static:photonmelodies11.rio.004:1759446920:00048872","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","","自分の弱みを使って女を口説くなんて、<03>あいつがやることじゃない…<03>…<03>。<01>","利用自己的软弱去追求女人，<03>不是伦佐会做的事……<03>……<03>。<01>"
"7111","pm:static:photonmelodies11.rio.004:1759446920:00049144","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「…<03>…<03>どうしたの」<01>","【美冴】「…<03>…<03>怎么了？」<01>"
"7112","pm:static:photonmelodies11.rio.004:1759446920:00049228","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>きみに…<03>…<03>…<03>…<03>感謝を」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>我想向你……<03>……<03>……<03>……<03>表达谢意。」<01>"
"7113","pm:static:photonmelodies11.rio.004:1759446920:00049382","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「…<03>…<03>感謝されるほどのものではないわよ」<01>","【美冴】「……<03>……<03>我并没有做什么值得你感谢的事。」<01>"
"7114","pm:static:photonmelodies11.rio.004:1759446920:00049548","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1759446920","美冴","【美冴】「今夜は…<03>…<03>自分を見つめ直しなさい…<03>…<03>…<03>…<03>、<03>シルヴィオ…<03>…<03>…<03>…<03>」<01>","【美冴】「今晚……<03>……<03>好好重新审视一下自己吧……<03>……<03>……<03>……<03>，<03>西尔维奥……<03>……<03>……<03>……<03>」<01>"
"7115","pm:static:photonmelodies11.rio.004:1766088068:00005598","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","美冴","【美冴】「今夜は…<03>…<03>自分を見つめ直しなさい…<03>…<03>…<03>…<03>」<01>","【美冴】「今晚……<03>……<03>好好重新审视一下自己吧……<03>……<03>……<03>……<03>」<01>"
"7116","pm:static:photonmelodies11.rio.004:1766088068:00005822","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","シルヴィオ","【シルヴィオ】「本当の自分など…<03>…<03>俺は…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「所谓真正的自己……<03>……<03>我根本……<03>……<03>……<03>……<03>」<01>"
"7117","pm:static:photonmelodies11.rio.004:1766088068:00005986","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","見たくはない…<03>…<03>。<01>","根本不想看见……<03>……<03>。<01>"
"7118","pm:static:photonmelodies11.rio.004:1766088068:00006060","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「…<03>…<03>…<03>…<03>」<01>"
"7119","pm:static:photonmelodies11.rio.004:1766088068:00006134","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","あの話は…<03>…<03>。<01>","刚才那个故事…<03>…<03>。<01>"
"7120","pm:static:photonmelodies11.rio.004:1766088068:00006222","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","シルヴィオ","【シルヴィオ】「向きあえと言っているのか…<03>…
それとも忘れろと言っているのか…<03>…<03>」<01>","【西尔维奥】「她是在叫我正视过去……<03>……
还是叫我忘掉过去……<03>……<03>」<01>"
"7121","pm:static:photonmelodies11.rio.004:1766088068:00006486","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","…<03>…<03>いずれにせよ、<03>もうそれほど時間の猶予があるわけではない。<01>","……<03>……<03>无论如何，<03>留给我的时间已经不多了。<01>"
"7122","pm:static:photonmelodies11.rio.004:1766088068:00006686","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","国連上層部を招いてのレセプションは終了した。あと３日で任務の後始末を済ませて欧州へ戻る。<01>","邀请联合国高层出席的招待会已经结束。再过３天，我就要完成任务收尾，返回欧洲。<01>"
"7123","pm:static:photonmelodies11.rio.004:1766088068:00007012","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","そうしたらおそらく日本に来ることは二度とないだろう…<03>…<03>。<01>","到那时，我大概再也不会来日本了…<03>…<03>。<01>"
"7124","pm:static:photonmelodies11.rio.004:1766088068:00007196","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"7125","pm:static:photonmelodies11.rio.004:1766088068:00007270","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","あの時の声…<03>…<03>そんなに気がかりなら、<03>確かめればいい。<01>","研究所里听见的那个声音……<03>……<03>既然如此在意，<03>就亲自去确认。<01>"
"7126","pm:static:photonmelodies11.rio.004:1766088068:00007518","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","「自分を見つめ直す」ということは、<03>オレにとってそういうことだろう？<01>","所谓‘重新审视自己’，<03>对我而言，不正是去做这件事吗？<01>"
"7127","pm:static:photonmelodies11.rio.004:1766088068:00007706","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","万が一にも違うとわかっているのに、<03>その思いだけでは納得できないんだろう？<01>","明知那人几乎不可能是伦佐，<03>却无法只凭这个念头说服自己，不是吗？<01>"
"7128","pm:static:photonmelodies11.rio.004:1766088068:00007994","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","シルヴィオ","【シルヴィオ】「だったら…<03>…<03>」<01>","【西尔维奥】「既然如此…<03>…<03>」<01>"
"7129","pm:static:photonmelodies11.rio.004:1766088068:00008086","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","問題はどうやって確認するかだが。<01>","问题只在于，该如何确认。<01>"
"7130","pm:static:photonmelodies11.rio.004:1766088068:00008166","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","シルヴィオ","【シルヴィオ】「欧州連合からレンツォのパーソナルデータをダウンロードすれば個人照合は可能…<03>…<03>」<01>","【西尔维奥】「只要从欧盟下载伦佐的个人资料，就可以进行身份比对……<03>……<03>」<01>"
"7131","pm:static:photonmelodies11.rio.004:1766088068:00008504","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","レンツォは""戦闘中行方不明者""だ…<03>…<03>。<01>","伦佐被列为‘战斗中失踪人员’……<03>……<03>。<01>"
"7132","pm:static:photonmelodies11.rio.004:1766088068:00008640","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","死体が確認されない限り、<03>データは永遠に抹消されることはない。
だからあいつのデータだって登録されたまま…<03>…<03>。<01>","只要没有确认遗体，<03>个人资料就永远不会删除。
所以，伦佐的资料也一定仍在系统中……<03>……<03>。<01>"
"7133","pm:static:photonmelodies11.rio.004:1766088068:00009138","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","もしあいつに俺の知らない未来が続いていたのなら、
そこに記録されている筈だ。<01>","如果在我不知道的地方，他的人生真的延续了下去，
系统里就应该留下记录。<01>"
"7134","pm:static:photonmelodies11.rio.004:1766088068:00009364","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","それを確かめることは…<03>…<03>可能だ。<01>","要查清这一点……<03>……<03>并非不可能。<01>"
"7135","pm:static:photonmelodies11.rio.004:1766088068:00009456","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","違う、<03>そうじゃない――あいつがあそこに居る可能性があるんだ。<01>","不，<03>不只是查资料——他本人或许就在那座研究所里。<01>"
"7136","pm:static:photonmelodies11.rio.004:1766088068:00009864","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","だったらなにを悩む必要がある…<03>…<03>。もう一度あの研究所に潜入すればいい。<01>","既然如此，还有什么可犹豫的……<03>……<03>。再潜入一次研究所就好。<01>"
"7137","pm:static:photonmelodies11.rio.004:1766088068:00010048","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","もちろん進入が見つかる可能性はある。そうなれば任務は失敗だ。<01>","当然，再次潜入也可能被发现。一旦暴露，任务就会失败。<01>"
"7138","pm:static:photonmelodies11.rio.004:1766088068:00010352","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","諜報員が私欲のために任務の成否を危うくするなど、<03>あってはならないこと。<01>","情报人员为了私心危及任务成败，<03>本是绝对不允许的。<01>"
"7139","pm:static:photonmelodies11.rio.004:1766088068:00010572","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","美冴","【美冴】「…<03>…<03>前に歩きださなくてはいけないのは理解しているわ。
…<03>…<03>でも今は脚が竦んでしまっているの」<01>","【美冴】「……<03>……<03>我知道自己必须迈步向前。
……<03>……<03>可是现在，我却害怕得迈不开腿。」<01>"
"7140","pm:static:photonmelodies11.rio.004:1766088068:00010888","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","…<03>…<03>そうだな。<01>","…<03>…<03>是啊。<01>"
"7141","pm:static:photonmelodies11.rio.004:1766088068:00010930","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","マイクロフィルムはすでに受け渡し場所に設置した。
俺に万が一があったとしても、<03>最悪の結果だけは免れるはずだ――<01>","微缩胶卷已经放到了交接地点。
即使我遭遇不测，<03>至少也能避免最坏的结果——<01>"
"7142","pm:static:photonmelodies11.rio.004:1766088068:00011332","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","シルヴィオ","【シルヴィオ】「あの施設は完全に独立した警備が行われている…<03>…<03>」<01>","【西尔维奥】「那座设施采用完全独立的警备体系……<03>……<03>」<01>"
"7143","pm:static:photonmelodies11.rio.004:1766088068:00011640","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","所属する警備兵も固定…<03>…<03>であれば、<03>レンツォに似た男がいるのなら、<03>絶対にあの施設のどこかだ…<03>…<03>。<01>","那里的警备兵编制也是固定的……<03>……<03>既然如此，<03>如果真有一个长得像伦佐的男人，<03>他就一定在设施里的某个地方……<03>……<03>。<01>"
"7144","pm:static:photonmelodies11.rio.004:1766088068:00012116","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","","こんな気持ちで欧州に帰れるか…<03>…<03>！<01>","怀着这种心情，我怎么可能回欧洲…<03>…<03>！<01>"
"7145","pm:static:photonmelodies11.rio.004:1766088068:00012264","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1766088068","シルヴィオ","【シルヴィオ】「もう一度、<03>この目で確認する…<03>…<03>！」<01>","【西尔维奥】「我要再去一次，<03>用这双眼睛亲自确认……<03>……<03>！」<01>"
"7146","pm:static:photonmelodies11.rio.004:1769368948:00009504","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「…<03>…<03>…<03>…<03>」<01>"
"7147","pm:static:photonmelodies11.rio.004:1769368948:00009578","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","","この先にあいつがいるかもしれない…<03>…<03>。<01>","那家伙也许就在前面…<03>…<03>。<01>"
"7148","pm:static:photonmelodies11.rio.004:1769368948:00009692","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","","あれは本当にレンツォの声だったか？　あいつが、<03>まだ生きているのか？<01>","那真是伦佐的声音吗？他……<03>真的还活着吗？<01>"
"7149","pm:static:photonmelodies11.rio.004:1769368948:00009886","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","","…<03>…<03>余計なことを考えるのは後だ、<03>今はここを無事に抜ける事を考えろ。
集中しろ。<01>","……<03>……<03>多余的事留到之后再想，<03>现在只考虑如何安全穿过这里。
集中精神。<01>"
"7150","pm:static:photonmelodies11.rio.004:1769368948:00010126","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","","巡回コース…<03>…<03>警備兵控室は…<03>…<03>。<01>","巡逻路线……<03>……<03>警备兵休息室的位置是……<03>……<03>。<01>"
"7151","pm:static:photonmelodies11.rio.004:1769368948:00010282","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","","この先か…<03>…<03>。<01>","在前面吗…<03>…<03>。<01>"
"7152","pm:static:photonmelodies11.rio.004:1769368948:00010332","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","シルヴィオ","【シルヴィオ】「レンツォ…<03>…<03>」<01>","【西尔维奥】「伦佐…<03>…<03>」<01>"
"7153","pm:static:photonmelodies11.rio.004:1769368948:00010410","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","","――――！<01>","————！<01>"
"7154","pm:static:photonmelodies11.rio.004:1769368948:00010434","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"7155","pm:static:photonmelodies11.rio.004:1769368948:00010508","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","","足音…<03>…<03>？　予定外の巡回か…<03>…<03>…<03>…<03>。<01>","脚步声……<03>……<03>？是计划外的巡逻吗……<03>……<03>……<03>……<03>。<01>"
"7156","pm:static:photonmelodies11.rio.004:1769368948:00010630","photonmelodies11.rio.004","crsa:photonmelodies11.rio.004@1769368948","","事前調査ではこの時間にこのルートの巡回はなかったはずだが…<03>…<03>？<01>","事前调查显示，这个时间本不该有人巡逻这条路线……<03>……<03>？<01>"
