jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
センサー,传感器,candidate,本作；词库候选尚未逐章审定,mixed,142,unscoped,16,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ソ連,苏联,candidate,本作；词库候选尚未逐章审定,mixed,145,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
タイプ,类型,candidate,本作；词库候选尚未逐章审定,mixed,146,unscoped,28,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
チキン・ダイバーズ,小鸡潜降兵,candidate,本作；词库候选尚未逐章审定,mixed,156,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
テメェ,你这混蛋,candidate,本作；词库候选尚未逐章审定,mixed,159,unscoped,5,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
データベース,数据库,candidate,本作；词库候选尚未逐章审定,mixed,167,unscoped,12,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
データリンク,数据链,candidate,本作；词库候选尚未逐章审定,mixed,168,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
トラブル,麻烦,candidate,本作；词库候选尚未逐章审定,mixed,170,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ドッグタグ,身份牌,candidate,本作；词库候选尚未逐章审定,mixed,172,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ニミッツ,尼米兹,candidate,本作；词库候选尚未逐章审定,mixed,186,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ハワイ,夏威夷,candidate,本作；词库候选尚未逐章审定,mixed,190,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ハンター,猎人,candidate,本作；词库候选尚未逐章审定,mixed,191,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
パウル・ラダビノッド,保罗·拉达比诺德,candidate,本作；词库候选尚未逐章审定,mixed,204,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ピアティフ,皮亚蒂夫,candidate,本作；词库候选尚未逐章审定,mixed,215,unscoped,338,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ブリーフィング,简报,candidate,本作；词库候选尚未逐章审定,mixed,254,unscoped,6,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ブロック,区块,candidate,本作；词库候选尚未逐章审定,mixed,257,unscoped,16,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
プログラム,程序,candidate,本作；词库候选尚未逐章审定,mixed,259,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ミサイル,导弹,candidate,本作；词库候选尚未逐章审定,mixed,281,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
メートル,米,candidate,本作；词库候选尚未逐章审定,mixed,288,unscoped,7,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
モットー,座右铭,candidate,本作；词库候选尚未逐章审定,mixed,289,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ユニット,单元,candidate,本作；词库候选尚未逐章审定,mixed,295,unscoped,10,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ユーコン,育空,candidate,本作；词库候选尚未逐章审定,mixed,296,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ユーラシア,欧亚大陆,candidate,本作；词库候选尚未逐章审定,mixed,298,unscoped,9,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ラダビノッド,拉达比诺德,candidate,本作；词库候选尚未逐章审定,mixed,301,unscoped,58,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ラファール,阵风,candidate,本作；词库候选尚未逐章审定,mixed,306,unscoped,8,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
リスク,风险,candidate,本作；词库候选尚未逐章审定,mixed,311,unscoped,12,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
リスト,名单,candidate,本作；词库候选尚未逐章审定,mixed,312,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
リソース,资源,candidate,本作；词库候选尚未逐章审定,mixed,313,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
リンク,链路,candidate,本作；词库候选尚未逐章审定,mixed,321,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
レイン・ダンサーズ,雨舞者,candidate,本作；词库候选尚未逐章审定,mixed,328,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
レーザー,激光,candidate,本作；词库候选尚未逐章审定,mixed,334,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
一同,众人,candidate,本作；词库候选尚未逐章审定,mixed,345,unscoped,63,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
一郎,一郎,candidate,本作；词库候选尚未逐章审定,mixed,346,unscoped,7,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
上陸部隊,登陆部队,candidate,本作；词库候选尚未逐章审定,mixed,350,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
不知火,不知火,candidate,本作；词库候选尚未逐章审定,mixed,351,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
中尉,中尉,candidate,本作；词库候选尚未逐章审定,mixed,354,unscoped,514,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
中隊,中队,candidate,本作；词库候选尚未逐章审定,mixed,360,unscoped,45,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
事務官,事务官,candidate,本作；词库候选尚未逐章审定,mixed,361,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
伊隅みちる,伊隅美知留,candidate,本作；词库候选尚未逐章审定,mixed,366,unscoped,5,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
伊隅みちる大尉,伊隅美知留大尉,candidate,本作；词库候选尚未逐章审定,mixed,367,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
伍長,伍长,candidate,本作；词库候选尚未逐章审定,mixed,375,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
佐渡島,佐渡岛,candidate,本作；词库候选尚未逐章审定,mixed,378,unscoped,6,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
佐渡島ハイヴ,佐渡岛HIVE,candidate,本作；词库候选尚未逐章审定,mixed,379,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
個中隊,个中队,candidate,本作；词库候选尚未逐章审定,mixed,380,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
側近,侧近,candidate,本作；词库候选尚未逐章审定,mixed,382,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
光線級,光线级,candidate,本作；词库候选尚未逐章审定,mixed,387,unscoped,25,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
入隊,入队,candidate,本作；词库候选尚未逐章审定,mixed,388,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
全部隊,全部队,candidate,本作；词库候选尚未逐章审定,mixed,390,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
兵士,士兵,candidate,本作；词库候选尚未逐章审定,mixed,391,unscoped,13,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
副長,副长,candidate,本作；词库候选尚未逐章审定,mixed,401,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
医者,医生,candidate,本作；词库候选尚未逐章审定,mixed,407,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
参加者,参加者,candidate,本作；词库候选尚未逐章审定,mixed,418,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
友軍,友军,candidate,本作；词库候选尚未逐章审定,mixed,419,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
司令部,司令部,candidate,本作；词库候选尚未逐章审定,mixed,421,unscoped,11,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
合衆国,合众国,candidate,本作；词库候选尚未逐章审定,mixed,425,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
吹雪,吹雪,candidate,本作；词库候选尚未逐章审定,mixed,428,unscoped,18,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
告白,告白,candidate,本作；词库候选尚未逐章审定,mixed,429,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
国連,联合国,candidate,本作；词库候选尚未逐章审定,mixed,434,unscoped,68,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
国連軍,联合国军,candidate,本作；词库候选尚未逐章审定,mixed,438,unscoped,18,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
地球,地球,candidate,本作；词库候选尚未逐章审定,mixed,440,unscoped,39,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
基地,基地,candidate,本作；词库候选尚未逐章审定,mixed,441,unscoped,116,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
声,声音,candidate,本作；词库候选尚未逐章审定,mixed,443,unscoped,446,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
大和,大和,candidate,本作；词库候选尚未逐章审定,mixed,453,unscoped,5,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
大型種,大型种,candidate,本作；词库候选尚未逐章审定,mixed,456,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
大尉,上尉,candidate,本作；词库候选尚未逐章审定,mixed,457,unscoped,195,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
大隊各機,大队各机,candidate,本作；词库候选尚未逐章审定,mixed,462,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
大隊長,大队长,candidate,本作；词库候选尚未逐章审定,mixed,463,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
太平洋,太平洋,candidate,本作；词库候选尚未逐章审定,mixed,464,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
女,女性,candidate,本作；词库候选尚未逐章审定,mixed,465,unscoped,732,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
女の声,女性的声音,candidate,本作；词库候选尚未逐章审定,mixed,466,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
女の子,女孩,candidate,本作；词库候选尚未逐章审定,mixed,467,unscoped,27,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
子ども,孩子,candidate,本作；词库候选尚未逐章审定,mixed,472,unscoped,40,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
子供,孩子,candidate,本作；词库候选尚未逐章审定,mixed,475,unscoped,19,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
宗像美冴,宗像美冴,candidate,本作；词库候选尚未逐章审定,mixed,478,unscoped,11,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
小型種,小型种,candidate,本作；词库候选尚未逐章审定,mixed,480,unscoped,6,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
小隊,小队,candidate,本作；词库候选尚未逐章审定,mixed,486,unscoped,47,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
少尉,少尉,candidate,本作；词库候选尚未逐章审定,mixed,491,unscoped,709,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
市民,市民,candidate,本作；词库候选尚未逐章审定,mixed,509,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
帝国斯衛軍,帝国斯卫军,candidate,本作；词库候选尚未逐章审定,mixed,511,unscoped,11,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
帝国軍,帝国军,candidate,本作；词库候选尚未逐章审定,mixed,517,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
彩峰慧,彩峰慧,candidate,本作；词库候选尚未逐章审定,mixed,530,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
御剣冥夜,御剑冥夜,candidate,本作；词库候选尚未逐章审定,mixed,533,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
御剣悠陽,御剑悠阳,candidate,本作；词库候选尚未逐章审定,mixed,534,unscoped,5,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
悠陽,悠阳,candidate,本作；词库候选尚未逐章审定,mixed,537,unscoped,2124,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
戦術機,战术机,candidate,本作；词库候选尚未逐章审定,mixed,543,unscoped,76,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
戦術機部隊,战术机部队,candidate,本作；词库候选尚未逐章审定,mixed,547,unscoped,8,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
担当官,值班军官,candidate,本作；词库候选尚未逐章审定,mixed,554,unscoped,7,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
整備兵,整备兵,candidate,本作；词库候选尚未逐章审定,mixed,564,unscoped,18,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
斯衛,斯卫,candidate,本作；词库候选尚未逐章审定,mixed,573,unscoped,42,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
斯衛軍,斯卫军,candidate,本作；词库候选尚未逐章审定,mixed,575,unscoped,17,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
斯衛軍衛士,斯卫军卫士,candidate,本作；词库候选尚未逐章审定,mixed,576,unscoped,6,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
日本帝国,日本帝国,candidate,本作；词库候选尚未逐章审定,mixed,579,unscoped,18,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
本国,本国,candidate,本作；词库候选尚未逐章审定,mixed,593,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
柊町,柊町,candidate,本作；词库候选尚未逐章审定,mixed,606,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
柏木晴子,柏木晴子,candidate,本作；词库候选尚未逐章审定,mixed,607,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
榊千鶴,榊千鹤,candidate,本作；词库候选尚未逐章审定,mixed,619,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
横浜基地,横滨基地,candidate,本作；词库候选尚未逐章审定,mixed,621,unscoped,18,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
武御雷,武御雷,candidate,本作；词库候选尚未逐章审定,mixed,627,unscoped,7,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
涼宮茜,凉宫茜,candidate,本作；词库候选尚未逐章审定,mixed,656,unscoped,10,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
涼宮遙,凉宫遥,candidate,本作；词库候选尚未逐章审定,mixed,657,unscoped,6,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
火星,火星,candidate,本作；词库候选尚未逐章审定,mixed,659,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
珠瀬壬姫,珠濑壬姬,candidate,本作；词库候选尚未逐章审定,mixed,667,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
男,男性,candidate,本作；词库候选尚未逐章审定,mixed,675,unscoped,429,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
男の子,少年,candidate,本作；词库候选尚未逐章审定,mixed,676,unscoped,20,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
白銀武,白银武,candidate,本作；词库候选尚未逐章审定,mixed,678,unscoped,14,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
白陵,白陵,candidate,本作；词库候选尚未逐章审定,mixed,680,unscoped,27,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
目的地,目的地,candidate,本作；词库候选尚未逐章审定,mixed,684,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
真壁清十郎,真壁清十郎,candidate,本作；词库候选尚未逐章审定,mixed,687,unscoped,12,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
社霞,社霞,candidate,本作；词库候选尚未逐章审定,mixed,694,unscoped,12,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
神代・巴,神代・巴,candidate,本作；词库候选尚未逐章审定,mixed,695,unscoped,51,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
神代・巴・戎,神代・巴・戎,candidate,本作；词库候选尚未逐章审定,mixed,696,unscoped,48,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
神宮司,神宫司,candidate,本作；词库候选尚未逐章审定,mixed,706,unscoped,26,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
神宮司まりも,神宫司麻理茉,candidate,本作；词库候选尚未逐章审定,mixed,708,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
秘書,秘书,candidate,本作；词库候选尚未逐章审定,mixed,713,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
突入部隊,突入部队,candidate,本作；词库候选尚未逐章审定,mixed,714,unscoped,5,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
突撃砲,突击炮,candidate,本作；词库候选尚未逐章审定,mixed,715,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
米国,美国,candidate,本作；词库候选尚未逐章审定,mixed,739,unscoped,7,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
米軍,美军,candidate,本作；词库候选尚未逐章审定,mixed,759,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
継承,继承,candidate,本作；词库候选尚未逐章审定,mixed,764,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
老人,老人,candidate,本作；词库候选尚未逐章审定,mixed,774,unscoped,49,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
職員,工作人员,candidate,本作；词库候选尚未逐章审定,mixed,775,unscoped,26,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
艦長,舰长,candidate,本作；词库候选尚未逐章审定,mixed,779,unscoped,23,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
艦隊,舰队,candidate,本作；词库候选尚未逐章审定,mixed,780,unscoped,14,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
英国,英国,candidate,本作；词库候选尚未逐章审定,mixed,781,unscoped,18,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
衛士,卫士,candidate,本作；词库候选尚未逐章审定,mixed,786,unscoped,103,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
衛星,卫星,candidate,本作；词库候选尚未逐章审定,mixed,789,unscoped,5,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
要撃級,要击级,candidate,本作；词库候选尚未逐章审定,mixed,792,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
要領,要领,candidate,本作；词库候选尚未逐章审定,mixed,793,unscoped,4,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
贖罪,赎罪,candidate,本作；词库候选尚未逐章审定,mixed,798,unscoped,7,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
跳躍ユニット,跳跃单元,candidate,本作；词库候选尚未逐章审定,mixed,799,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
軍人,军人,candidate,本作；词库候选尚未逐章审定,mixed,806,unscoped,17,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
軍警,军警,candidate,本作；词库候选尚未逐章审定,mixed,809,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
軍隊,军队,candidate,本作；词库候选尚未逐章审定,mixed,812,unscoped,6,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
速瀬水月,速濑水月,candidate,本作；词库候选尚未逐章审定,mixed,816,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
部隊,部队,candidate,本作；词库候选尚未逐章审定,mixed,818,unscoped,158,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
重光線級,重光线级,candidate,本作；词库候选尚未逐章审定,mixed,820,unscoped,19,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
鎧衣左近,铠衣左近,candidate,本作；词库候选尚未逐章审定,mixed,827,unscoped,3,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
鎧衣美琴,铠衣美琴,candidate,本作；词库候选尚未逐章审定,mixed,828,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
鑑純夏,鉴纯夏,candidate,本作；词库候选尚未逐章审定,mixed,829,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
陸地,陆地,candidate,本作；词库候选尚未逐章审定,mixed,837,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
隊員,部队成员,candidate,本作；词库候选尚未逐章审定,mixed,839,unscoped,22,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
隊長,队长,candidate,本作；词库候选尚未逐章审定,mixed,840,unscoped,39,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
響,响,candidate,本作；词库候选尚未逐章审定,mixed,844,unscoped,42,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
風間祷子,风间祷子,candidate,本作；词库候选尚未逐章审定,mixed,851,unscoped,6,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
香月夕呼,香月夕呼,candidate,本作；词库候选尚未逐章审定,mixed,855,unscoped,7,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
Ｂ小隊,B小队,candidate,本作；词库候选尚未逐章审定,mixed,868,unscoped,8,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
タイフーン,台风,candidate,本作；词库候选尚未逐章审定,mixed,873,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
エニグマ,恩尼格玛,candidate,本作；词库候选尚未逐章审定,mixed,887,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ツェルベルス,刻耳柏洛斯,candidate,本作；词库候选尚未逐章审定,mixed,889,unscoped,83,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
オベロン,奥伯龙,candidate,本作；词库候选尚未逐章审定,mixed,890,unscoped,48,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
セプテントリオン,塞普滕特里翁,candidate,本作；词库候选尚未逐章审定,mixed,891,unscoped,2,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
クワドラプルアクセル,阿克塞尔四周跳,candidate,本作；词库候选尚未逐章审定,mixed,892,unscoped,1,旧混合表；出现不等于译法正确；独立原文匹配，不等于语义确认；不自动加入术语使用表。
ミサイル,导弹,candidate,本作；词库候选尚未逐章审定,legacy,3,武器术语,4,TDA fixed: Japanese missile katakana；独立原文匹配，不等于语义确认；不自动加入术语使用表。
マブラヴ,Muv-Luv,candidate,本作；词库候选尚未逐章审定,legacy,4,作品标题,1,系列标题保留英文官方写法；独立原文匹配，不等于语义确认；不自动加入术语使用表。
白銀武,白银武,candidate,本作；词库候选尚未逐章审定,legacy,28,核心角色,14,日本姓名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
鑑純夏,鉴纯夏,candidate,本作；词库候选尚未逐章审定,legacy,30,核心角色,2,日本姓名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
御剣冥夜,御剑冥夜,candidate,本作；词库候选尚未逐章审定,legacy,32,核心角色,3,日本姓名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
榊千鶴,榊千鹤,candidate,本作；词库候选尚未逐章审定,legacy,34,核心角色,1,日本姓名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
彩峰慧,彩峰慧,candidate,本作；词库候选尚未逐章审定,legacy,36,核心角色,1,日本姓名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
珠瀬壬姫,珠濑壬姬,candidate,本作；词库候选尚未逐章审定,legacy,38,核心角色,1,日本姓名；独立原文匹配，不等于语义确认；不自动加入术语使用表。
